Date,Time,Room,Title,Summary,Url,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
2024-10-21,15:57:00,Ground floor lobby,A Geometry Agnostic Heterogenous Framework for Track Reconstruction for HEP Experiments,A standalone software framework for track reconstruction in HEP experiments using heterogeneous architectures.,https://indico.cern.ch/event/1338689/contributions/6010030/,ATLAS and CMS,"['track reconstruction', 'heterogeneous frameworks', 'HL-LHC', 'pileup', 'CPUs', 'GPUs']",2,Poster,0.8,[]
2024-10-21,16:00:00,Ground floor lobby,Unsupervised Learning Techniques for Identification of Anomalous LZ Data,This work applies unsupervised learning for anomaly detection in LZ dark matter experiment data.,https://indico.cern.ch/event/1338689/contributions/6010588/,LUX-ZEPLIN (LZ),"['unsupervised learning', 'anomaly detection', 'dark matter', 'LZ experiment']",2,Poster,0.8,[]
2024-10-25,12:00:00,Large Hall,Wrap-up,Wrap-up,https://indico.cern.ch/event/1338689/contributions/6182322/,,[],1,,0.3,[]
2024-10-25,11:45:00,Large Hall,Poster awards,Poster awards,https://indico.cern.ch/event/1338689/contributions/6182321/,,[],1,,0.9,[]
2024-10-25,11:30:00,Large Hall,Track 9 summary: Analysis facilities and interactive computing,Track 9 summary: Analysis facilities and interactive computing,https://indico.cern.ch/event/1338689/contributions/6182311/,,"['Interactive Computing', 'Analysis Facilities']",2,,0.6,[]
2024-10-25,11:15:00,Large Hall,"Track 8 summary: Collaboration, Reinterpretation, Outreach and Education","Track 8 summary: Collaboration, Reinterpretation, Outreach and Education",https://indico.cern.ch/event/1338689/contributions/6182307/,,"['Collaboration', 'Reinterpretation', 'Outreach', 'Education']",1,,0.8,[]
2024-10-25,11:00:00,Large Hall,Track 7 summary: Computing Infrastructure,Track 7 summary: Computing Infrastructure,https://indico.cern.ch/event/1338689/contributions/6182306/,,[],2,,0.7,[]
2024-10-25,10:15:00,Large Hall,Track 6 summary: Collaborative software and maintainability,Track 6 summary: Collaborative software and maintainability,https://indico.cern.ch/event/1338689/contributions/6182302/,,"['collaborative software', 'maintainability']",2,,0.6,[]
2024-10-25,10:00:00,Large Hall,Track 5 summary: Simulation and analysis tools,Track 5 summary: Simulation and analysis tools,https://indico.cern.ch/event/1338689/contributions/6182301/,,[],2,,0.6,[]
2024-10-25,09:45:00,Large Hall,Track 4 summary: Distributed Computing,Track 4 summary: Distributed Computing,https://indico.cern.ch/event/1338689/contributions/6182300/,,['Distributed Computing'],3,,0.9,[]
2024-10-25,09:30:00,Large Hall,Track 3 summary: Offline Computing,Track 3 summary: Offline Computing,https://indico.cern.ch/event/1338689/contributions/6182299/,,['offline computing'],2,,0.6,[]
2024-10-25,09:15:00,Large Hall,Track 2 summary: Online and real-time computing,Track 2 summary: Online and real-time computing,https://indico.cern.ch/event/1338689/contributions/6182298/,,"['online computing', 'real-time computing']",1,,0.5,[]
2024-10-25,09:00:00,Large Hall,"Track 1 summary: Data and Metadata Organization, Management and Access","Track 1 summary: Data and Metadata Organization, Management and Access",https://indico.cern.ch/event/1338689/contributions/6182297/,,"['Data Management', 'Metadata', 'Data Access']",2,,0.7,[]
2024-10-22,16:00:00,Room 4,Decode the Workload: Training Deep Learning Models for Efficient Compute Cluster Representation,Training autoencoders and graph neural networks on CPU metrics for cluster anomaly detection at Jefferson Lab.,https://indico.cern.ch/event/1338689/contributions/6011795/,Jefferson Lab,"['Deep Learning', 'Autoencoders', 'Graph Neural Networks', 'Anomaly Detection', 'Computing Clusters']",2,Poster,0.8,[]
2024-10-24,16:00:00,Room 4,ProtoDUNE-HD  Offline Data Processing Strategy,"Describes ProtoDUNE-HD's offline data processing infrastructure for DUNE, focusing on data handling and computing strategies.",https://indico.cern.ch/event/1338689/contributions/6010901/,DUNE,"['DUNE', 'ProtoDUNE', 'offline computing', 'data processing', 'HPC']",1,Poster,0.9,"['ProtoDUNE', 'Horizontal Drift', 'FTS3']"
2024-10-24,15:00:00,Room 2.A (Seminar Room),Moving a data center keeping availability at the top,Description of moving INFN-T1 data center without affecting service availability and introducing new features.,https://indico.cern.ch/event/1338689/contributions/6011718/,,"['data center', 'availability', 'INFN-T1']",1,Talk,0.9,[]
2024-10-24,14:42:00,Room 2.A (Seminar Room),Latest developments of the PUNCH4NFDI compute and storage infrastructures,Presentation of PUNCH4NFDI's federated compute and storage infrastructures with token management and integration into REANA.,https://indico.cern.ch/event/1338689/contributions/6011633/,,"['FAIR data management', 'Compute4PUNCH', 'Storage4PUNCH', 'HTCondor', 'COBalD', 'TARDIS', 'REANA', 'containers', 'CVMFS']",3,Talk,0.9,"['COBalD', 'TARDIS', 'MyToken']"
2024-10-24,14:24:00,Room 2.A (Seminar Room),Towards an Introspective Dynamic Model of Globally Distributed Computing Infrastructures,"Developing an interactive, dynamic model for optimizing data management in global scientific collaborations using AI and real-world data.",https://indico.cern.ch/event/1338689/contributions/6011610/,,"['Distributed Computing', 'Data Management', 'AI', 'PanDA', 'Workflow']",2,Talk,0.8,"['PanDA', 'introspective dynamic model']"
2024-10-24,14:06:00,Room 2.A (Seminar Room),Canadian Belle-II Tier1 Raw Data Centre,"Describes the Canadian infrastructure for hosting and processing Belle-II raw data using xrootd, ZFS, and specialized VMs.",https://indico.cern.ch/event/1338689/contributions/6011608/,Belle-II,"['computing infrastructure', 'data storage', 'xrootd', 'ZFS', 'virtual machines']",1,Talk,0.9,[]
2024-10-24,13:48:00,Room 2.A (Seminar Room),Prévessin Data Centre Powers Up,"CERN's Prévessin Data Centre enhances computing power for HL-LHC, detailing its commissioning and operations.",https://indico.cern.ch/event/1338689/contributions/6011587/,,"['CERN', 'Data Centre', 'Computing', 'HL-LHC']",2,Talk,0.8,"['Equans', 'O&M']"
2024-10-24,13:30:00,Room 2.A (Seminar Room),Benchmarking OSDF services to develop XrootD best practices,Benchmarking XrootD performance with OSDF to optimize data sharing practices.,https://indico.cern.ch/event/1338689/contributions/6011893/,,"['OSDF', 'XrootD', 'data sharing', 'benchmarking', 'storage']",2,Talk,0.7,"['Pelican project', 'StashCache']"
2024-10-21,17:45:00,Large Hall B,A Successful Data Centre Refurbishment Project,QMUL's data centre refurbishment increased capacity and energy efficiency for WLCG support.,https://indico.cern.ch/event/1338689/contributions/6011685/,,"['data centre', 'WLCG', 'energy efficiency', 'LHC', 'LSST', 'SKA']",1,Talk,0.9,[]
2024-10-21,17:27:00,Large Hall B,Monitoring large-scale dCache installations with storage events using Kafka streams,DESY uses Kafka streams to monitor and analyze dCache storage events for operational diagnostics and analytics.,https://indico.cern.ch/event/1338689/contributions/6011635/,,"['dCache', 'Kafka', 'Apache Spark', 'monitoring', 'DESY', 'distributed computing']",2,Talk,0.8,"['dCache', 'Elastic Search+Lucene']"
2024-10-21,17:09:00,Large Hall B,The Big Data Processing Infrastructure for monitoring and analysing the ATLAS experiment processing activities at INFN-CNAF Tier-1,Describes a Big Data Platform for monitoring and analyzing ATLAS computational job data at INFN-CNAF Tier-1.,https://indico.cern.ch/event/1338689/contributions/6011806/,ATLAS,"['Big Data', 'Distributed Computing', 'ATLAS', 'Monitoring']",2,Talk,0.8,[]
2024-10-23,16:15:00,Large Hall B,"A Pilot Analysis Facility at CERN, Architecture, Implementation and First Evaluation","Discussion on CERN's Pilot Analysis Facility, focusing on architecture, implementation, and evaluation for interactive analysis.",https://indico.cern.ch/event/1338689/contributions/6010680/,CERN,"['CERN', 'Analysis Facility', 'SWAN', 'HTCondor', 'EOS', 'RDataFrame', 'Coffea', 'Dask']",3,Talk,0.9,[]
2024-10-24,15:33:00,Room 4,Integrating IPbus ALFRED into the ALICE-FIT setup,Describes integration of ALFRED software with ALICE-FIT detector for improved control via IPbus.,https://indico.cern.ch/event/1338689/contributions/6081622/,ALICE,"['ALICE', 'IPbus', 'FIT', 'ALFRED', 'SCADA']",1,Poster,0.9,"['ALFRED', 'SCADA']"
2024-10-24,16:00:00,Room 4,Quantifying the computational speedup with MG4GPU for CMS workflows,"Analyzes computational speedup using MG4GPU for CMS, showing improvements in matrix element calculation and gridpack production.",https://indico.cern.ch/event/1338689/contributions/6016407/,CMS,"['GPU', 'Madgraph', 'CMS', 'computational speedup', 'event generation']",2,Poster,0.8,[]
2024-10-24,16:00:00,Room 4,MEASUREMENT OF PROPAGATION TIME WITH THE USE OF FPGA DEVICES IN ALICE EXPERIMENT AT CERN,Experiments with time-to-digital converters using FPGA technology for the ALICE Fast Interaction Trigger detector.,https://indico.cern.ch/event/1338689/contributions/6015456/,ALICE,"['FPGA', 'TDC', 'ALICE', 'ISERDES', 'MMCM']",1,Poster,0.95,[]
2024-10-24,16:00:00,Room 4,Adaptive Hough Transform for Charged Particles Tracking at the LHC,"AHT improves memory and computation balance for particle tracking, tested on muon and pion events with high efficiency.",https://indico.cern.ch/event/1338689/contributions/6015435/,LHC,"['Adaptive Hough Transform', 'particle tracking', 'High Luminosity LHC', 'ACTS toolkit']",2,Poster,0.8,"['ODD detector', 'ACTS toolkit']"
2024-10-24,16:00:00,Room 4,Real-time Level-1 Trigger Data Scouting at CMS using CXL Memory Lake,The talk discusses using CXL memory for real-time data scouting at CMS to enhance trigger processing.,https://indico.cern.ch/event/1338689/contributions/6015433/,CMS,"['Level-1 Trigger', 'Data Scouting', 'CXL', 'HL-LHC', 'Phase 2 Upgrade', 'Memory Lake']",1,Poster,0.9,['CXL']
2024-10-24,16:00:00,Room 4,A Cloud oriented platform to exploit ANSYS application,"The abstract describes the transition of ANSYS software to a cloud platform using INFN Cloud, focusing on Kubernetes, CEPH, and Nextflow for secure and efficient data management.",https://indico.cern.ch/event/1338689/contributions/6011873/,,"['Cloud Computing', 'Kubernetes', 'CEPH', 'Nextflow', 'Data Management', 'Biomedical']",1,Poster,0.9,[]
2024-10-24,16:00:00,Room 4,LbMCSubmit: Streamlined production and submission of LHCb MC requests,"LbMCSubmit enhances LHCb MC request submissions using GitLab, improving efficiency and resource utilization.",https://indico.cern.ch/event/1338689/contributions/6010990/,LHCb,"['Monte Carlo', 'Simulation', 'LHCb', 'GitLab', 'Continuous Integration', 'Automated Testing']",2,Poster,0.8,[]
2024-10-24,16:00:00,Room 4,GlideinBenchmark: collecting resource information to optimize provisioning,"A web application, GlideinBenchmark, uses GlideinWMS to benchmark and optimize resource provisioning for HEPCloud.",https://indico.cern.ch/event/1338689/contributions/6010974/,,"['GlideinBenchmark', 'resource optimization', 'HEPCloud', 'GlideinWMS', 'benchmarking']",2,Poster,0.8,[]
2024-10-24,16:00:00,Room 4,Towards more efficient job scheduling in ALICE: predicting job execution time using machine learning,"ML techniques applied to predict execution time of ALICE jobs, improving job scheduling and resource allocation.",https://indico.cern.ch/event/1338689/contributions/6010972/,ALICE,"['machine learning', 'job scheduling', 'resource allocation', 'ALICE experiment']",2,Poster,0.8,[]
2024-10-24,16:00:00,Room 4,"FORM, a Fine-grained Object Reading/Writing Model for DUNE",DUNE is developing a framework for fine-grained I/O and storage to handle large trigger records efficiently.,https://indico.cern.ch/event/1338689/contributions/6010902/,DUNE,"['DUNE', 'fine-grained I/O', 'data storage', 'event processing', 'neutrino physics']",1,Poster,0.9,[]
2024-10-24,16:00:00,Room 4,Operations Developments at the National Analysis Facility at DESY,Discusses operational developments and challenges at DESY's National Analysis Facility.,https://indico.cern.ch/event/1338689/contributions/6010687/,,"['compute cluster', 'storage infrastructure', 'monitoring', 'security']",2,Poster,0.8,[]
2024-10-24,16:00:00,Room 4,Experiences from the CBM collaboration: CAD to ROOT conversion for detector geometries,Discusses experiences and methods for converting CAD geometries to ROOT for detector simulations in the CBM collaboration.,https://indico.cern.ch/event/1338689/contributions/6010572/,CBM,"['CAD to ROOT', 'detector geometries', 'simulation', 'CBM collaboration']",1,Poster,0.9,[]
2024-10-24,16:00:00,Room 4,Versioning of the LHCb DD4Hep-based Detector Description,Describes versioning of LHCb detector layouts using DD4hep and GitLab CI for simulation and reconstruction.,https://indico.cern.ch/event/1338689/contributions/6010554/,LHCb,"['detector description', 'DD4hep', 'LHCb', 'versioning', 'simulation', 'GitLab CI']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Simulation of a MPGD-based hadronic calorimeter for Muon Collider experiments,"Design and simulation of an MPGD-based calorimeter for Muon Collider experiments, addressing beam-induced background challenges.",https://indico.cern.ch/event/1338689/contributions/6016212/,,"['Muon Collider', 'MPGD', 'hadronic calorimeter', 'GEANT4', 'simulation', 'radiation hardness']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Di-Muon cocktail reconstruction using Machine Learning technique in CBM experiment at FAIR SIS100 energies,Simulation of di-muon spectra reconstruction using machine learning in the CBM experiment at FAIR-SIS100.,https://indico.cern.ch/event/1338689/contributions/6016096/,CBM,"['Machine Learning', 'Di-Muon', 'CBM', 'FAIR', 'LMVM', 'AuAu Collisions', 'Simulation']",3,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Data-flow parallelism for high-energy and nuclear physics frameworks,"Discusses Fermilab's use of Intel's oneTBB for parallel processing in HENP frameworks, focusing on data-flow parallelism.",https://indico.cern.ch/event/1338689/contributions/6016093/,DUNE,"['data-flow parallelism', 'HENP', 'Intel oneTBB', 'Fermilab', 'graph-based technology']",2,Poster,0.8,[]
2024-10-23,16:00:00,Room 4,Parsing TTreeFormula in Python,"A Python package, formulate, parses ROOT's TTreeFormula into NumExpr and Awkward Arrays using the Lark parser.",https://indico.cern.ch/event/1338689/contributions/6016067/,,"['Python', 'ROOT', 'TTreeFormula', 'Uproot', 'Parsing', 'NumExpr', 'Awkward Array']",2,Poster,0.8,[]
2024-10-23,16:00:00,Room 4,Track classification in Active Target Time Projection Chamber using supervised machine learning methods,Using machine learning to classify tracks in an Active Target Time Projection Chamber for $^{12}C$ decay analysis.,https://indico.cern.ch/event/1338689/contributions/6016060/,,"['machine learning', 'track classification', 'Active Target Time Projection Chamber', 'neural networks']",2,Poster,0.7,"['Active Target Time Projection Chamber', 'Hoyle state']"
2024-10-23,16:00:00,Room 4,Packaging HEP heterogeneous mini-apps for portable benchmarking and facility evaluation on modern HPCs,Discusses the development of turn-key deployments for HEP mini-apps using containerization and automated techniques to benchmark modern HPCs.,https://indico.cern.ch/event/1338689/contributions/6011872/,,"['HPC', 'GPU', 'containerization', 'benchmarking', 'HEP-CCE']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Research on Wide Area Network Performance Anomaly Detection Technology Based on Machine Learning,Proposes a machine learning-based algorithm for detecting network performance anomalies using Perfsonar data.,https://indico.cern.ch/event/1338689/contributions/6011868/,,"['Machine Learning', 'Network Performance', 'Anomaly Detection', 'Perfsonar']",2,Poster,0.8,[]
2024-10-23,16:00:00,Room 4,AI-based approach for provider selection in the INDIGO PaaS Orchestration System of INFN Cloud,INFN Cloud uses AI to optimize provider selection for deployment scheduling in federated cloud infrastructure.,https://indico.cern.ch/event/1338689/contributions/6011867/,,"['AI', 'Cloud Infrastructure', 'Orchestration', 'INFN', 'Deployment Scheduling']",2,Poster,0.8,"['INDIGO PaaS', 'TOSCA templates', 'Reinforcement Learning approach']"
2024-10-23,16:00:00,Room 4,The CloudVeneto’s Container-as-a-Service ecosystem,"CloudVeneto provides a managed Kubernetes platform, integrating OpenStack resources for flexible container deployment.",https://indico.cern.ch/event/1338689/contributions/6011735/,,"['CloudVeneto', 'CaaS', 'Kubernetes', 'OpenStack', 'distributed computing']",2,Poster,0.8,"['interLink-sidecar', 'EU interTwin project', 'Virtual Kubelet concept']"
2024-10-23,16:00:00,Room 4,Scientific NREC Cluster - a fast and flexible solution for virtual computing clusters on OpenStack,"Introduction to Scientific NREC Cluster for flexible virtual computing clusters on OpenStack, tailored for research groups.",https://indico.cern.ch/event/1338689/contributions/6011680/,,"['NREC', 'OpenStack', 'virtual computing clusters', 'IaaS', 'SLURM', 'Prometheus', 'Grafana']",2,Poster,0.8,[]
2024-10-23,16:00:00,Room 4,Event Workflow Management System - A SaaS Solution for Massively Divisible and Distributed Workflows,"EWMS enhances HTCondor for efficient task execution in distributed systems, focusing on IceCube experiment workflows.",https://indico.cern.ch/event/1338689/contributions/6011032/,IceCube,"['EWMS', 'HTCondor', 'distributed computing', 'workflow management', 'IceCube']",2,Poster,0.8,[]
2024-10-23,16:00:00,Room 4,Orchestrated columnar-based analysis with columnflow,"The abstract discusses columnflow, a Python-based toolkit for automated and distributed columnar HEP analysis.",https://indico.cern.ch/event/1338689/contributions/6011031/,,"['columnar analysis', 'Python', 'distributed computing', 'HEP analysis', 'automation']",3,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Just-in-time workflow management for DUNE,Describes justIN workflow management system for DUNE's data processing needs.,https://indico.cern.ch/event/1338689/contributions/6011030/,DUNE,"['workflow management', 'data processing', 'DUNE', 'MetaCat', 'Rucio']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Automation and Job Management for LZ Simulations at NERSC,"LUX-ZEPLIN uses automation and job management for simulations at NERSC, employing RabbitMQ for resource control.",https://indico.cern.ch/event/1338689/contributions/6011023/,LUX-ZEPLIN,"['dark matter', 'simulations', 'HPC', 'RabbitMQ', 'job management']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,IceSONIC - Network AI Inference on Coprocessors for IceCube Offline Processing,Integration of Triton Inference Servers for AI inference in IceCube's data analysis framework.,https://indico.cern.ch/event/1338689/contributions/6011021/,IceCube,"['AI', 'inference', 'coprocessors', 'IceCube', 'Triton', 'Kubernetes']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Keep-up Production in JUNO’s Offline Data Processing,JUNO aims to determine neutrino mass ordering and processes 2PB of data annually with a Keep Up Production pipeline.,https://indico.cern.ch/event/1338689/contributions/6011020/,JUNO,"['JUNO', 'neutrino', 'data processing', 'pipeline', 'grid computing']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,Comprehensive Description and Orchestration of Complex Data Processing Pipelines,A system for orchestrating complex data processing pipelines using centralized and decentralized approaches at Jefferson Lab.,https://indico.cern.ch/event/1338689/contributions/6011019/,Jefferson Lab,"['data processing', 'workflow orchestration', 'decentralized systems', 'data acquisition']",2,Poster,0.8,[]
2024-10-23,15:33:00,Room 4,Exploiting Kubernetes to Simplify the Deployment and Management of the Multi-purpose CMS Pilot Job Factory,Describes the migration of glideinWMS factory service to Kubernetes for improved scalability and fault tolerance in HEP computing.,https://indico.cern.ch/event/1338689/contributions/6011013/,CMS,"['Kubernetes', 'glideinWMS', 'distributed computing', 'HEP', 'CMS']",2,Poster,0.8,[]
2024-10-23,16:00:00,Room 4,Benchmarking XRootD-HTTPS on 400Gbps Links with Variable Latencies,Study of XRootD HTTP performance on 400 Gbps links with varying latencies for US-CMS Tier-2 site improvements.,https://indico.cern.ch/event/1338689/contributions/6010884/,CMS,"['XRootD', 'network performance', '400 Gbps', 'latency', 'US-CMS', 'Tier-2']",2,Poster,0.8,[]
2024-10-23,16:00:00,Room 4,Design and construction of High Energy Photon Source (HEPS) scientific data storage system,"HEPS in China faces data storage challenges with a three-tier system to handle 300PB/year, using SSD, HDD, and tape storage.",https://indico.cern.ch/event/1338689/contributions/6010881/,,"['data storage', 'HEPS', 'synchrotron', 'Lustre file system', 'Roce network']",2,Poster,0.7,"['Roce network protocol', 'AD domain control', 'LDAP domain control']"
2024-10-23,16:00:00,Room 4,Development of a WebRTC-Based Remote Desktop for Neutron Scattering Data Analysis on Openstack,Development of a remote desktop for neutron scattering data analysis using WebRTC on Openstack.,https://indico.cern.ch/event/1338689/contributions/6010703/,,"['neutron scattering', 'Openstack', 'WebRTC', 'remote desktop', 'GPU rendering']",1,Poster,0.9,[]
2024-10-23,16:00:00,Room 4,CppInterOp: Advancing Interactive C++ for High Energy Physics,"CppInterOp enhances C++ and Python interoperability for high-energy physics, utilizing Cling and Clang-REPL.",https://indico.cern.ch/event/1338689/contributions/6010700/,,"['CppInterOp', 'Cling', 'Clang-REPL', 'Python-C++ Interoperability', 'ROOT', 'xeus-cpp', 'Jupyter']",2,Poster,0.7,"['Clang-REPL', 'cppyy']"
2024-10-22,16:00:00,Room 4,Portable HCAL reconstruction in the CMS detector using the Alpaka library,"Describes the use of the Alpaka library for portable GPU and CPU parallel execution in CMS, focusing on HCAL reconstruction.",https://indico.cern.ch/event/1338689/contributions/6018442/,CMS,"['Alpaka', 'GPU', 'CPU', 'HCAL', 'CMS', 'parallel execution']",2,Poster,0.8,[]
2024-10-22,16:00:00,Room 4,Evaluating a File-Based Event Builder to enhance the Data Acquisition in the CMS Experiment,"An alternative file-based architecture for the CMS DAQ system's event builder is evaluated, focusing on performance during LHC Run 3.",https://indico.cern.ch/event/1338689/contributions/6018438/,CMS,"['Data Acquisition', 'Event Builder', 'DAQ', 'CMS', 'LHC']",1,Poster,0.9,[]
2024-10-22,16:00:00,Room 4,ATLAS Tile Calorimeter Software Tools for Data Quality Monitoring,Discusses software tools for monitoring data quality in the ATLAS Tile Calorimeter and recent advancements.,https://indico.cern.ch/event/1338689/contributions/6016094/,ATLAS,"['ATLAS', 'TileCal', 'Data Quality Monitoring', 'Calibration']",1,Poster,0.9,[]
2024-10-22,16:00:00,Room 4,Microservices framework and configuration database for ATLAS ITk,A framework using distributed microservices for configuration and operation of the ATLAS ITk readout system.,https://indico.cern.ch/event/1338689/contributions/6015424/,ATLAS,"['microservices', 'configuration database', 'ATLAS', 'ITk', 'distributed system']",2,Poster,0.8,[]
2024-10-22,16:00:00,Room 4,"ATLAS usage of the Czech national HPC center: HyperQueue, cvmfsexec, and other news",The ATLAS experiment uses Czech HPC resources with enhancements like HyperQueue and cvmfsexec for improved efficiency.,https://indico.cern.ch/event/1338689/contributions/6011840/,ATLAS,"['distributed computing', 'HPC', 'resource utilization', 'HyperQueue', 'cvmfsexec', 'Slurm']",2,Poster,0.8,[]
2024-10-22,16:00:00,Room 4,Managing accelerator control systems with Kubernetes at CERN,"Describes the use of Kubernetes for managing accelerator control systems at CERN, with a focus on infrastructure adaptations and failure scenario evaluation.",https://indico.cern.ch/event/1338689/contributions/6011838/,,"['Kubernetes', 'CERN', 'accelerator control', 'cloud native', 'infrastructure']",1,Poster,0.9,[]
2024-10-22,15:36:00,Room 4,Surrogate Modeling for Scalable Evaluation of Distributed Computing Systems for HEP applications,Evaluates machine learning models as surrogates for simulating distributed computing systems in HEP.,https://indico.cern.ch/event/1338689/contributions/6011010/,,"['Machine Learning', 'Distributed Computing', 'Surrogate Modeling']",2,Poster,0.8,['DCSim']
2024-10-22,16:00:00,Room 4,Facilitating Scientific Reproducibility and Interoperability through CWL Integration in the Dirac Grid Middleware,Integration of CWL into Dirac middleware enhances workflow reproducibility and interoperability across scientific domains.,https://indico.cern.ch/event/1338689/contributions/6010997/,,"['Dirac', 'CWL', 'reproducibility', 'interoperability', 'grid middleware']",2,Poster,0.8,[]
2024-10-22,16:00:00,Room 4,Investigating Data Access Models for ATLAS: A Case Study with FABRIC Across Borders and ServiceX,Explores enhanced data access for ATLAS using FABRIC and ServiceX to optimize WAN and storage efficiency.,https://indico.cern.ch/event/1338689/contributions/6010838/,ATLAS,"['Data Access', 'ServiceX', 'FABRIC', 'WAN Efficiency', 'HL-LHC']",3,Poster,0.9,['FABRIC Across Borders']
2024-10-22,16:00:00,Room 4,PATOF: From the Past To the Future: Legacy Data in Small and Medium-Scale “PUNCH” Experiments - a Blueprint for PUNCH and Other Disciplines,"PATOF aims to create a FAIR metadata schema for legacy data from experiments like A4, ALPS II, and LUXE.",https://indico.cern.ch/event/1338689/contributions/6010830/,,"['FAIR principles', 'metadata', 'data management', 'PUNCH experiments']",3,Poster,0.9,[]
2024-10-22,16:00:00,Room 4,ATLAS Qualification interface refactoring strategy,Refactoring the ATLAS qualification system to a new architecture and database access method.,https://indico.cern.ch/event/1338689/contributions/6010697/,ATLAS,"['ATLAS', 'qualification system', 'refactoring', 'Hexagonal architecture', 'Domain Driven Design']",1,Poster,0.9,[]
2024-10-22,16:00:00,Room 4,Performance studies for ATLAS workloads in many-core Grid and HPC environments,"Investigates the performance of ATLAS workloads using many-core environments, focusing on the new AthenaMT framework.",https://indico.cern.ch/event/1338689/contributions/6010585/,ATLAS,"['ATLAS', 'multi-core', 'AthenaMT', 'performance', 'Grid', 'HPC']",2,Poster,0.8,[]
