Date,Time,Room,Title,Summary,Url,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
2024-03-14,12:50:00,Theatre,FASER Tracking and Emulsion Station Alignment,The talk discusses the FASER experiment's tracking stations and their alignment for neutrino and charged particle analyses using collision data.,https://indico.cern.ch/event/1330797/contributions/5796565/,FASER,"['tracking', 'alignment', 'neutrinos', 'silicon microstrip detectors']",1,Oral,0.7,[]
2024-03-13,13:50:00,Theatre,"""Accelerating Particle Physics Simulations with Machine Learning using Normalizing Flows and Flow Matching""","This work explores the use of Normalizing Flows in accelerating simulations of particle collision events for high-energy physics, emphasizing speed and accuracy.",https://indico.cern.ch/event/1330797/contributions/5796504/,,"['Machine Learning', 'Normalization Flows', 'High-Energy Physics', 'Simulation', 'Data Analysis']",2,Oral,0.7,[]
2024-03-11,11:30:00,Lecture Hall 1,Real-time error mitigation for variational optimization on quantum hardware,"The talk discusses a real-time error mitigation algorithm for quantum variational optimization, focusing on noise reduction in quantum computing.",https://indico.cern.ch/event/1330797/contributions/5796490/,,"['quantum computing', 'error mitigation', 'variational optimization', 'noise reduction', 'machine learning']",1,Oral,0.7,[]
2024-03-11,11:10:00,Lecture Hall 1,QUnfold: Quantum Annealing for Distributions Unfolding in High-Energy Physics,"This work presents QUnfold, a Python module utilizing quantum annealing for statistical unfolding in high-energy physics, aimed at improving measurement accuracy.",https://indico.cern.ch/event/1330797/contributions/5796497/,LHC,"['Quantum Computing', 'Unfolding', 'High-Energy Physics', 'Quantum Annealing', 'Python']",1,Oral,0.4,"['QUBO', 'D-Wave Ocean', 'quantum annealing']"
2024-03-11,10:50:00,Lecture Hall 1,quantum GAN for fast shower simulation,"The study explores using quantum GANs for fast shower simulation in high-energy physics, focusing on hybrid models and their performance on quantum hardware.",https://indico.cern.ch/event/1330797/contributions/5796499/,ATLAS,"['GAN', 'quantum computing', 'shower simulation', 'calorimeter', 'hybrid model']",1,Oral,0.3,[]
2024-03-11,10:30:00,Lecture Hall 1,Quantum simulation with just-in-time compilation,The presentation discusses quantum simulation with just-in-time compilation techniques for efficient circuit-based quantum algorithms.,https://indico.cern.ch/event/1330797/contributions/5792179/,,"['quantum simulation', 'just-in-time compilation', 'quantum computing', 'Qibo']",1,Oral,0.8,[]
2024-03-11,13:30:00,Lecture Hall 1,Towards an open-source hybrid quantum operating system,"The abstract discusses Qibo, an open-source framework for quantum computing, and its libraries for executing and calibrating quantum hardware.",https://indico.cern.ch/event/1330797/contributions/5796498/,,"['quantum computing', 'open-source', 'quantum hardware', 'calibration', 'simulation']",1,Oral,0.8,[]
2024-03-11,13:10:00,Lecture Hall 1,Quantum-centric Supercomputing for Physics Research,"The presentation discusses Quantum-centric Supercomputing (QCSC) and its potential applications in physics research, particularly in leveraging quantum and classical computing integration.",https://indico.cern.ch/event/1330797/contributions/5796503/,,"['Quantum Computing', 'Supercomputing', 'HPC', 'Parallel Computing', 'Machine Learning']",1,Oral,0.2,[]
2024-03-11,12:50:00,Lecture Hall 1,Advancing Image Classification using Intel SDK: Integrating NAQSS Encoding with Hybrid Quantum-Classical PQC Models,"This work explores the use of quantum machine learning for image classification, integrating novel encoding techniques with quantum circuits.",https://indico.cern.ch/event/1330797/contributions/5796502/,,"['quantum computing', 'image classification', 'quantum machine learning', 'NAQSS', 'PQC']",1,Oral,0.8,"['NAQSS', 'PQC']"
2024-03-12,07:50:00,,Modern Machine Learning Tools for Unfolding,"The presentation discusses modern machine learning techniques for unfolding high-dimensional LHC data, comparing various methods and addressing their advantages.",https://indico.cern.ch/event/1330797/contributions/5812806/,LHC,"['Machine Learning', 'Unfolding', 'LHC Data', 'High-dimensional Analysis']",3,Oral,0.9,[]
2024-03-14,12:10:00,,Implementation of zero trust security strategy in HEPS scientific computing system,The presentation discusses the implementation of a zero trust security strategy in HEPS scientific computing to enhance cybersecurity and manage service permissions.,https://indico.cern.ch/event/1330797/contributions/5796847/,,"['zero trust', 'security', 'HEPS', 'cybersecurity', 'service permissions']",1,Poster,0.3,[]
2024-03-14,12:10:00,,Using Legacy ATLAS C++ Calibration Tools in Modern Columnar Analysis Environments,"The presentation discusses adapting legacy C++ calibration tools for use in modern columnar analysis environments, facilitating on-the-fly calibration in Python.",https://indico.cern.ch/event/1330797/contributions/5796636/,ATLAS,"['columnar analysis', 'C++', 'calibration', 'Python', 'event-loop']",3,Poster,0.9,[]
2024-03-14,12:10:00,,Design and Implementation of a Container-based Public Service Cloud Platform for HEPS,"The study presents a cloud platform for High Energy Photon Source experiments, focusing on containerization, resource allocation, and CI/CD for improved efficiency and security.",https://indico.cern.ch/event/1330797/contributions/5796848/,,"['cloud platform', 'containerization', 'Kubernetes', 'CICD', 'resource allocation', 'security']",1,Poster,0.6,[]
2024-03-13,12:15:00,,Supervised job preemption methodology for controlled memory consumption of jobs running in the ALICE Grid,The paper discusses a methodology for managing memory consumption in ALICE Grid jobs through targeted preemption to enhance resource efficiency.,https://indico.cern.ch/event/1330797/contributions/5796493/,ALICE,"['Grid resources', 'memory management', 'job preemption', 'ALICE Grid middleware']",1,Poster,0.7,[]
2024-03-11,11:50:00,Theatre,"Low Latency, High Bandwidth Streaming of Experimental Data with EJFAT",The EJFAT architecture enhances real-time processing of experimental data using FPGA acceleration for low latency and high bandwidth in data streaming.,https://indico.cern.ch/event/1330797/contributions/5796662/,JLab,"['FPGA', 'data streaming', 'low latency', 'high bandwidth', 'computational load balancing']",1,Oral,0.7,[]
2024-03-11,11:30:00,Theatre,CLAS12 remote data-stream processing using ERSAP framework,"The abstract discusses transitioning to data-stream processing workflows for physics data, enhancing real-time processing and data quality assurance using the ERSAP framework.",https://indico.cern.ch/event/1330797/contributions/5796651/,CLAS12,"['data-stream processing', 'remote data processing', 'HPC', 'event reconstruction', 'JLAB']",2,Oral,0.6,[]
2024-03-11,11:10:00,Theatre,HEP Benchmark Suite: Enhancing Efficiency and Sustainability in Worldwide LHC Computing Infrastructures,The paper introduces the HEP Benchmark suite designed to enhance computing efficiency and sustainability in LHC computing infrastructures by measuring various performance metrics.,https://indico.cern.ch/event/1330797/contributions/5796505/,,"['HEP Benchmark suite', 'WLCG', 'computing efficiency', 'power consumption', 'environmental impact']",1,Oral,0.6,[]
2024-03-11,10:50:00,Theatre,A Function-As-Task Workflow Management Approach with PanDA and iDDS,The presentation discusses a workflow management approach using PanDA and iDDS for automating complex data analysis tasks in high energy physics.,https://indico.cern.ch/event/1330797/contributions/5796496/,ATLAS,"['workflow management', 'PanDA', 'iDDS', 'python', 'distributed computing', 'machine learning']",2,Oral,0.7,[]
2024-03-11,10:30:00,Theatre,JUNO raw data management system,The JUNO experiment focuses on a data management system for efficient distribution and processing of large neutrino data sets.,https://indico.cern.ch/event/1330797/contributions/5796489/,JUNO,"['data management', 'neutrino', 'distributed computing', 'data processing']",1,Oral,0.8,[]
2024-03-13,13:10:00,Theatre,CaloDiT: Diffusion with transformers for fast shower simulation,"This work introduces CaloDiT, a model combining diffusion processes with transformer architectures to enhance calorimeter shower generation across various geometries.",https://indico.cern.ch/event/1330797/contributions/5796591/,,"['calorimeter', 'diffusion models', 'transformers', 'shower simulation', 'deep learning']",1,Oral,0.4,[]
2024-03-13,12:50:00,Theatre,Towards a Simplified (Fast) Simulation Infrastructure in ATLAS,"The talk discusses the development of a new fast simulation model for the ATLAS experiment, aiming to streamline the simulation infrastructure by integrating with Geant4.",https://indico.cern.ch/event/1330797/contributions/5796541/,ATLAS,"['simulation', 'Geant4', 'FastCaloSimV2', 'ATLAS', 'calorimeter']",1,Oral,0.7,[]
2024-03-14,11:50:00,Theatre,Effective denoising diffusion probabilistic models for fast and high fidelity whole-event simulation in high-energy heavy-ion experiment,"This work explores denoising diffusion probabilistic models as generative surrogate models for simulating high-energy heavy-ion collisions, outperforming GANs in rare event distributions.",https://indico.cern.ch/event/1330797/contributions/5796652/,sPHENIX,"['AI', 'generative models', 'heavy-ion collisions', 'DDPM', 'GANs']",2,Oral,0.6,[]
2024-03-14,11:30:00,Theatre,Deep learning methods for noise filtering in the NA61/SHINE experiment.,"The talk discusses the implementation of deep learning for noise filtering in the NA61/SHINE experiment, focusing on neural network performance and integration.",https://indico.cern.ch/event/1330797/contributions/5796573/,NA61/SHINE,"['deep learning', 'noise filtering', 'neural networks', 'ML algorithms', 'C++ integration']",2,Oral,0.7,[]
2024-03-14,13:50:00,Theatre,First experiences with the LHCb heterogeneous software trigger,"The presentation discusses the LHCb detector's software trigger using heterogeneous computing with GPUs and CPUs, focusing on online alignment, calibration, and real-time analysis.",https://indico.cern.ch/event/1330797/contributions/5796660/,LHCb,"['software trigger', 'heterogeneous computing', 'real-time analysis', 'LHCb', 'online reconstruction']",1,Oral,0.6,[]
2024-03-14,13:30:00,Theatre,Phase-2  Upgrade of the ATLAS L1 Central Trigger,"The presentation discusses the upgrade of the ATLAS trigger system for LHC's Phase 2, detailing the new Level-0 trigger and its components.",https://indico.cern.ch/event/1330797/contributions/5796581/,ATLAS,"['trigger system', 'LHC', 'Level-0', 'FPGA', 'custom electronics']",1,Oral,0.8,[]
2024-03-12,08:50:00,Theatre,Fair Universe: HiggsML Uncertainty Challenge,The Fair Universe project is developing an AI platform to minimize systematic uncertainties in HEP using advanced analysis techniques and large datasets.,https://indico.cern.ch/event/1330797/contributions/5796588/,LHC,"['AI', 'systematic uncertainties', 'Higgs decay', 'confidence intervals', 'advanced analysis techniques']",2,Oral,0.7,"['HiggsML', 'Codabench', 'NERSC', 'Perlmutter']"
2024-03-14,12:10:00,,The performance profiling of ptycho-W1Net AI algorithm on DCU and HUAWEI NPU 910,"The abstract discusses the performance profiling of a new AI algorithm, W1-Net, implemented on DCU and HUAWEI NPU clusters, focusing on training speed and precision improvements.",https://indico.cern.ch/event/1330797/contributions/5796578/,,"['AI', 'W1-Net', 'performance profiling', 'NPU', 'training speed']",1,Poster,0.3,[]
2024-03-14,12:10:00,,Scaling the SciDAC QuantOM Workflow,The QuantOM project analyzes Deep Inelastic Scattering data using a parallelized machine learning workflow on high performance computing systems.,https://indico.cern.ch/event/1330797/contributions/5796664/,Jefferson Lab,"['Deep Inelastic Scattering', 'Quantum Chromodynamics', 'Machine Learning', 'High Performance Computing', 'Distributed Training']",1,Poster,0.6,[]
2024-03-14,12:10:00,,Monitoring the OSDF - Open Science Data Federation,The OSDF is a global data distribution network enhancing data processing and sharing in scientific research.,https://indico.cern.ch/event/1330797/contributions/5796663/,,"['Open Science Data Federation', 'data distribution', 'monitoring', 'computational physics', 'U.S. cyberinfrastructure']",1,Poster,0.4,[]
2024-03-14,12:10:00,,AI-driven HPC Workflows Execution with Adaptivity and Asynchronicity in Mind,The presentation discusses a novel middleware for adaptive and asynchronous execution of heterogeneous scientific workflows to improve performance and resource utilization.,https://indico.cern.ch/event/1330797/contributions/5796661/,,"['machine learning', 'high-performance computing', 'workflow execution', 'asynchronous execution', 'middleware']",2,Poster,0.6,[]
2024-03-14,12:10:00,,Study of columnar data analysis methods to complete an ATLAS analysis,"The presentation evaluates columnar analysis methods for ATLAS, highlighting the use of ServiceX and Coffea for efficient data analysis workflows.",https://indico.cern.ch/event/1330797/contributions/5796868/,ATLAS,"['columnar analysis', 'ServiceX', 'Coffea', 'ATLAS', 'data analysis']",3,Poster,0.9,[]
2024-03-14,12:10:00,,Acceleration of the ML based fast simulation in high energy physics,"The study presents advancements in ML-based fast simulation techniques for high energy physics, focusing on improving speed and quality using diffusion models.",https://indico.cern.ch/event/1330797/contributions/5796658/,,"['machine learning', 'fast simulation', 'high energy physics', 'diffusion model', 'performance benchmarks']",2,Poster,0.7,[]
2024-03-14,12:10:00,,Portable acceleration of CMS computing workflow with coprocessors as a service,"The talk discusses enhancing CMS computing workflows by offloading ML tasks to coprocessors, demonstrating efficiency improvements in data processing.",https://indico.cern.ch/event/1330797/contributions/5796655/,CMS,"['coprocessors', 'machine learning', 'CMS', 'data processing', 'GPU']",1,Poster,0.6,[]
2024-03-14,12:10:00,,Celeritas: evaluating performance of HEP detector simulation on GPUs,"Celeritas is a GPU-accelerated Monte Carlo simulation library for HEP detectors, showcasing performance improvements and integration with Geant4 applications.",https://indico.cern.ch/event/1330797/contributions/5796653/,ATLAS,"['GPU', 'Monte Carlo', 'detector simulation', 'Geant4', 'performance', 'high-energy physics']",1,Poster,0.5,[]
2024-03-14,12:10:00,,Performance of the Gaussino CaloChallenge-compatible infrastucture for ML-based fast simulation in the LHCb Experiment,"The presentation discusses a new ML-based fast simulation infrastructure for the LHCb experiment, integrating machine learning models for calorimeter simulations.",https://indico.cern.ch/event/1330797/contributions/5796650/,LHCb,"['machine learning', 'fast simulation', 'Gaussino', 'calorimetry', 'VAE']",2,Poster,0.7,"['CaloChallenge', 'Geant4', 'Variational Autoencoder']"
2024-03-14,12:10:00,,"columnflow: Fully automated analysis through flow of columns over arbitrary, distributed resources","This presentation introduces *columnflow*, a Python toolkit for automating complex data analysis workflows in high-energy physics, supporting distributed computing and various file formats.",https://indico.cern.ch/event/1330797/contributions/5796871/,,"['columnar analysis', 'automated workflow', 'distributed computing', 'Python', 'machine learning']",3,Poster,0.9,[]
2024-03-14,12:10:00,,Porting and optimizing the performance of LArTPC Detector Simulations with C++ standard parallelism,The presentation discusses optimizing LArTPC detector simulations using C++ standard parallelism across various hardware architectures.,https://indico.cern.ch/event/1330797/contributions/5796649/,,"['LArTPC', 'C++', 'parallelism', 'performance optimization', 'HEP']",1,Poster,0.6,[]
2024-03-14,12:10:00,,A Microbenchmark Framework for Performance Evaluation of OpenMP Target Offloading,"A framework to evaluate the performance of OpenMP's target offload model using micro-benchmarks on supercomputers, focusing on compiler impact on physics applications.",https://indico.cern.ch/event/1330797/contributions/5796648/,,"['OpenMP', 'micro-benchmarks', 'performance evaluation', 'supercomputers', 'compiler development']",1,Poster,0.4,[]
2024-03-14,12:10:00,,"Easy columnar file conversions with ""odapt""","The 'odapt' Python package simplifies columnar data file conversions with a single function call and automatic memory management, enhancing user efficiency.",https://indico.cern.ch/event/1330797/contributions/5796865/,,"['columnar data', 'Python', 'file conversion', 'ROOT', 'dask', 'memory management']",2,Poster,0.7,[]
2024-03-13,12:15:00,,"HPC, HTC and Cloud: converging toward a seamless computing federation with interLink","The talk discusses a federated system integrating HPC, HTC, and Cloud computing for managing digital twin applications, focusing on the interLink project.",https://indico.cern.ch/event/1330797/contributions/5796647/,,"['HPC', 'HTC', 'Cloud computing', 'Kubernetes', 'digital twin']",1,Poster,0.7,[]
2024-03-13,12:15:00,,RTDP: Streaming Readout Real-Time Development and Testing Platform,"JLab is developing RTDP for streaming readout, integrating AI/ML and distributed computing for efficient data processing and analysis in experiments.",https://indico.cern.ch/event/1330797/contributions/5796646/,,"['streaming readout', 'real-time development', 'AI', 'Machine Learning', 'distributed computing', 'data processing']",2,Poster,0.7,[]
2024-03-13,12:15:00,,Hydra: Computer Vision for Data Quality Monitoring,"Hydra is a machine learning framework for real-time data quality monitoring, utilizing computer vision and a user-friendly GUI for dataset labeling and analysis.",https://indico.cern.ch/event/1330797/contributions/5796645/,GlueX,"['machine learning', 'data quality monitoring', 'computer vision', 'real-time analysis', 'GlueX']",2,Poster,0.6,[]
2024-03-13,12:15:00,,Scalable GNN Training for Track Finding,"The presentation discusses using Graph Neural Networks for track finding in High-Energy Physics, focusing on scalable training via distributed data parallelism.",https://indico.cern.ch/event/1330797/contributions/5796858/,,"['Graph Neural Networks', 'track finding', 'distributed computing', 'GPU', 'High-Energy Physics']",2,Poster,0.6,[]
2024-03-13,12:15:00,,Awkward Family: expanding functionality through interrelated Python packages,"The presentation covers the evolution of Uproot and Awkward Array in Python for particle physics, focusing on maintaining stability while introducing new functionalities.",https://indico.cern.ch/event/1330797/contributions/5796643/,,"['Python', 'Uproot', 'Awkward Array', 'distributed computing', 'DataFrame', 'packaging']",2,Poster,0.7,[]
2024-03-13,12:15:00,,Optimal XCache deployment for the CMS experiment in Spain,"The presentation discusses optimizing data cache solutions for the CMS experiment in Spain, focusing on improving data access and resource utilization through CDN techniques.",https://indico.cern.ch/event/1330797/contributions/5796642/,CMS,"['data caching', 'Content Delivery Network', 'LHC Computing Grid', 'computational infrastructure', 'data access']",2,Poster,0.6,[]
2024-03-13,12:15:00,,Paving the Way for HPC: An XRootD-Based Approach for Efficiency and Workflow Optimizations for HEP Jobs on HPC Centers,The presentation discusses optimizing HEP workflows on HPC centers using an XRootD/XCache solution to improve resource utilization and efficiency.,https://indico.cern.ch/event/1330797/contributions/5796641/,,"['HPC', 'XRootD', 'HEP workflows', 'resource optimization', 'data transfer']",2,Poster,0.6,[]
2024-03-13,12:15:00,,Optimizing Resource Provisioning Across Diverse Computing Facilities with Virtual Kubelet Integration,This work discusses resource provisioning in diverse computing environments using Kubernetes and Virtual Kubelet for improved resource management and flexibility.,https://indico.cern.ch/event/1330797/contributions/5796638/,,"['resource provisioning', 'Kubernetes', 'Virtual Kubelet', 'distributed computing', 'data transfer optimization']",1,Poster,0.3,[]
2024-03-13,12:15:00,,"The Good, The Bad, and the Ugly: A Tale of Physics, Software, and ML","The presentation discusses a neural network designed to distinguish long lived particles from background noise at the LHC, improving analysis techniques.",https://indico.cern.ch/event/1330797/contributions/5807078/,ATLAS,"['long lived particles', 'neural network', 'machine learning', 'signal discrimination', 'background rejection']",3,Poster,0.95,"['recurrent neural network', 'adversary', 'beam induced background', 'QCD jets']"
2024-03-13,12:15:00,,Lamarr: implementing a flash-simulation paradigm at LHCb,"A framework named Lamarr is proposed for efficient detector simulation in the LHCb experiment, utilizing machine learning to significantly reduce computational costs.",https://indico.cern.ch/event/1330797/contributions/5796635/,LHCb,"['flash-simulation', 'machine learning', 'detector simulation', 'deep generative models']",2,Poster,0.6,[]
2024-03-13,12:15:00,,Retrieval Augmented Generation for Particle Physics: A Case Study with the Snowmass White Papers and Reports,The presentation discusses using Large Language Models and Retrieval Augmented Generation to analyze and retrieve information from the Snowmass reports.,https://indico.cern.ch/event/1330797/contributions/5796631/,,"['Large Language Models', 'Retrieval Augmented Generation', 'Snowmass reports', 'particle physics']",2,Poster,0.6,[]
2024-03-13,12:15:00,,"ServiceX, the novel data delivery system, for physics analysis","ServiceX is a data access and delivery system designed for efficient data extraction in high-energy physics, utilizing Python and Kubernetes.",https://indico.cern.ch/event/1330797/contributions/5796587/,,"['ServiceX', 'data delivery', 'python', 'Kubernetes', 'physics analysis']",3,Poster,0.9,[]
2024-03-13,12:15:00,,LHC beam monitoring via real-time hit reconstruction in the LHCb VELO pixel detector,"The talk discusses real-time hit reconstruction in the LHCb VELO pixel detector, enhancing data processing and beam monitoring capabilities.",https://indico.cern.ch/event/1330797/contributions/5796599/,LHCb,"['real-time processing', 'hit reconstruction', 'VELO pixel detector', 'beam monitoring', 'DAQ bandwidth']",1,Poster,0.4,[]
2024-03-13,12:15:00,,Declarative paradigms for analysis description and implementation,"This work discusses the use of declarative paradigms in data analysis for high energy physics, enhancing analysis speed, portability, and preservation.",https://indico.cern.ch/event/1330797/contributions/5796598/,CMS,"['declarative paradigms', 'data analysis', 'high energy physics', 'analysis preservation', 'NAIL']",2,Poster,0.6,[]
2024-03-13,12:15:00,,Quasi interactive analysis of High Energy Physics big data with high throughput,The presentation discusses a shift in data analysis for High Energy Physics towards interactive high throughput methods using tools like Dask and ROOT RDataFrame.,https://indico.cern.ch/event/1330797/contributions/5796597/,,"['big data', 'high throughput', 'interactive analysis', 'Dask', 'ROOT RDataFrame']",2,Poster,0.7,[]
2024-03-13,12:15:00,,Preservation of the Direct Photons and Neutral Pions Analysis in the PHENIX Experiment at RHIC,"The PHENIX Collaboration discusses their efforts in data and analysis preservation, focusing on direct photons and neutral pions in d+Au collisions, utilizing containerization and REANA.",https://indico.cern.ch/event/1330797/contributions/5796596/,PHENIX,"['Data Preservation', 'Analysis Techniques', 'Direct Photons', 'Neutral Pions', 'REANA']",2,Poster,0.6,[]
2024-03-13,12:15:00,,"AdaptivePerf: a portable, low-overhead, and comprehensive code profiler for single- and multi-threaded applications","AdaptivePerf is a profiling tool designed to identify performance bottlenecks in single- and multi-threaded applications, improving usability and architecture portability.",https://indico.cern.ch/event/1330797/contributions/5796595/,,"['profiling', 'performance', 'multi-threaded', 'open-source', 'SYCLOPS']",1,Poster,0.3,[]
2024-03-11,12:15:00,,Generative Modeling for Fast Shower Simulation,"The study presents deep generative models for fast simulation of calorimeter shower events, addressing challenges of high dimensionality and sparsity using various neural network architectures.",https://indico.cern.ch/event/1330797/contributions/5796594/,,"['generative models', 'deep learning', 'calorimeter simulation', 'distributed computing']",2,Poster,0.7,[]
2024-03-11,12:15:00,,Enabling Computing Resources to Support Grid Jobs and Cluster Jobs Simultaneously,The talk discusses a model for optimizing computing resource utilization by allowing grid and local cluster jobs to run simultaneously on shared worker nodes.,https://indico.cern.ch/event/1330797/contributions/5796589/,,"['computing resources', 'grid jobs', 'local clusters', 'job scheduling', 'container technology']",1,Poster,0.7,[]
2024-03-11,12:15:00,,The Workflow Management System for Data Processing towards Photon Sources,"The presentation discusses a workflow management system designed to address data processing challenges in new-generation light sources, enhancing analysis for diverse experiments.",https://indico.cern.ch/event/1330797/contributions/5796844/,,"['workflow', 'data processing', 'photon sources', 'experimentation', 'management system']",1,Poster,0.4,[]
2024-03-11,12:15:00,,Deployment of ATLAS Calorimeter Fast Simulation Training Through Container Technology,"The talk presents FastCaloGANtainer, a containerized fast simulation tool for ATLAS calorimeter response using ML, aimed at optimizing resource usage in training.",https://indico.cern.ch/event/1330797/contributions/5796583/,ATLAS,"['Machine Learning', 'Simulation', 'Container Technology', 'Fast Simulation', 'High Performance Computing']",2,Poster,0.7,[]
2024-03-11,12:15:00,,The ATLAS Web Run Control system,"The presentation discusses the development of a web application, WebRC, for monitoring and controlling data taking in the ATLAS experiment, enhancing remote operations.",https://indico.cern.ch/event/1330797/contributions/5796580/,ATLAS,"['Web Run Control', 'Monitoring', 'Data Acquisition', 'Control System', 'Remote Operations']",1,Poster,0.3,[]
