Date,Time,Room,Title,Summary,Url,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
2024-03-14,12:10:00,,Is Quantum Computing energy efficient? An Investigation on a quantum annealer.,Comparison of energy efficiency between traditional HPC and quantum computing using a D-Wave quantum annealer.,https://indico.cern.ch/event/1330797/contributions/5796501/,,"['Quantum Computing', 'Energy Efficiency', 'Quantum Annealer', 'HPC Comparison']",1,Poster,0.9,[]
2024-03-11,08:20:00,Theatre,Q&A Panel,Q&A Panel,https://indico.cern.ch/event/1330797/contributions/5776101/,,[],1,Plenary,0.3,[]
2024-03-13,10:50:00,Lecture Hall 1,A fresh look at the nested soft-collinear subtraction scheme: NNLO QCD corrections to N-gluon final states in quark-anti-quark annihilation,Discussion on using the nested soft-collinear subtraction scheme for NNLO QCD corrections in gluonic jet production.,https://indico.cern.ch/event/1330797/contributions/5814774/,,"['QCD', 'NNLO', 'gluons', 'infrared subtraction', 'quark-anti-quark annihilation']",1,Oral,0.9,[]
2024-03-11,05:15:00,Theatre,Welcome address by SBU,Welcome address by SBU,https://indico.cern.ch/event/1330797/contributions/5778699/,,[],1,Plenary,0.9,[]
2024-03-15,08:10:00,Theatre,Track 3 Summary,Track 3 Summary,https://indico.cern.ch/event/1330797/contributions/5776145/,,[],1,Plenary,0.5,[]
2024-03-15,07:50:00,Theatre,Track 2 Summary,Track 2 Summary,https://indico.cern.ch/event/1330797/contributions/5776144/,,[],1,Plenary,0.2,[]
,,Theatre,Updates from the organizers,Updates from the organizers,https://indico.cern.ch/event/1330797/contributions/5776141/,,[],1,Plenary,0.8,[]
,,Theatre,Updates from the organizers,Updates from the organizers,https://indico.cern.ch/event/1330797/contributions/5776137/,,[],1,Plenary,0.8,[]
2024-03-13,05:00:00,Theatre,Updates from the organizers,Updates from the organizers,https://indico.cern.ch/event/1330797/contributions/5776129/,,[],1,Plenary,0.8,[]
2024-03-12,05:00:00,Theatre,Updates from the organizers,Updates from the organizers,https://indico.cern.ch/event/1330797/contributions/5776119/,,[],1,Plenary,0.8,[]
2024-03-13,07:30:00,Theatre,Quantum computers for particle theory,Quantum computers for particle theory,https://indico.cern.ch/event/1330797/contributions/5776116/,,"['Quantum Computing', 'Particle Theory']",1,Plenary,0.9,[]
2024-03-12,08:30:00,Lecture Hall 1,Fast and Precise Amplitude Surrogates with Bayesian and Symmetry Preserving Networks,Deep learning framework using Bayesian networks for amplitude prediction with permutation invariance and Lorentz equivariance.,https://indico.cern.ch/event/1330797/contributions/5792185/,,"['Machine Learning', 'Amplitude Prediction', 'Bayesian Networks', 'Deep Learning', 'Symmetry Preservation']",3,Oral,0.9,"['amplitude surrogates', 'LO and NLO amplitude distributions']"
2024-03-14,12:50:00,Theatre,FASER Tracking and Emulsion Station Alignment,FASER's alignment of tracking and emulsion stations for precise charged particle reconstruction using 2022 collision data.,https://indico.cern.ch/event/1330797/contributions/5796565/,FASER,"['FASER', 'tracking', 'alignment', 'emulsion', 'neutrinos']",1,Oral,0.9,[]
2024-03-13,13:50:00,Theatre,"""Accelerating Particle Physics Simulations with Machine Learning using Normalizing Flows and Flow Matching""",The use of Normalizing Flows and Flow Matching to accelerate HEP simulations with significant speed-up and accuracy.,https://indico.cern.ch/event/1330797/contributions/5796504/,,"['Machine Learning', 'Normalizing Flows', 'HEP Simulation', 'Flow Matching']",3,Oral,0.9,[]
2024-03-11,11:30:00,Lecture Hall 1,Real-time error mitigation for variational optimization on quantum hardware,Presentation on real-time error mitigation for optimizing quantum variational models using quantum hardware.,https://indico.cern.ch/event/1330797/contributions/5796490/,,"['quantum computing', 'error mitigation', 'variational optimization', 'quantum hardware']",1,Oral,0.95,[]
2024-03-11,11:10:00,Lecture Hall 1,QUnfold: Quantum Annealing for Distributions Unfolding in High-Energy Physics,QUnfold uses quantum annealing for unfolding distributions in high-energy physics to correct measurement distortions.,https://indico.cern.ch/event/1330797/contributions/5796497/,,"['Quantum Computing', 'Unfolding', 'Quantum Annealing', 'High-Energy Physics', 'Python']",1,Oral,0.9,[]
2024-03-11,10:50:00,Lecture Hall 1,quantum GAN for fast shower simulation,Exploration of quantum GANs for efficient shower simulation in high-energy physics using quantum-classical models.,https://indico.cern.ch/event/1330797/contributions/5796499/,ATLAS,"['Quantum Computing', 'GAN', 'Shower Simulation', 'Quantum GAN']",1,Oral,0.9,[]
2024-03-11,10:30:00,Lecture Hall 1,Quantum simulation with just-in-time compilation,This talk discusses using JIT compilation in quantum simulation with the Qibo framework for optimizing performance.,https://indico.cern.ch/event/1330797/contributions/5792179/,,"['Quantum Computing', 'JIT Compilation', 'Qibo', 'Quantum Simulation']",1,Oral,0.95,[]
2024-03-11,13:30:00,Lecture Hall 1,Towards an open-source hybrid quantum operating system,"Introducing Qibo, an open-source framework for executing quantum circuits with modular backend support.",https://indico.cern.ch/event/1330797/contributions/5796498/,,"['quantum computing', 'Qibo', 'NISQ', 'Qibolab', 'Qibocal']",1,Oral,0.9,[]
2024-03-11,13:10:00,Lecture Hall 1,Quantum-centric Supercomputing for Physics Research,Explores the integration of quantum and classical computing for enhanced computational capabilities in physics research.,https://indico.cern.ch/event/1330797/contributions/5796503/,,"['Quantum Computing', 'Supercomputing', 'Physics Research', 'High Performance Computing']",1,Oral,0.9,[]
2024-03-11,12:50:00,Lecture Hall 1,Advancing Image Classification using Intel SDK: Integrating NAQSS Encoding with Hybrid Quantum-Classical PQC Models,Explores image classification using quantum machine learning with Intel SDK for art identification.,https://indico.cern.ch/event/1330797/contributions/5796502/,,"['Quantum Computing', 'Machine Learning', 'Image Classification', 'Intel SDK', 'Hybrid Quantum-Classical Models']",1,Oral,0.9,"['NAQSS', 'PQC', 'Intel Quantum SDK']"
2024-03-12,07:50:00,,Modern Machine Learning Tools for Unfolding,"Explores modern machine learning tools for high-dimensional, unbinned unfolding of LHC data.",https://indico.cern.ch/event/1330797/contributions/5812806/,LHC,"['machine learning', 'unfolding', 'LHC', 'data analysis']",3,Oral,0.9,[]
2024-03-14,12:10:00,,Implementation of zero trust security strategy in HEPS scientific computing system,"Discusses implementing zero trust security in HEPS computing, focusing on identity tokens for secure inter-service communication.",https://indico.cern.ch/event/1330797/contributions/5796847/,,"['zero trust security', 'cybersecurity', 'HEPS', 'identity tokens']",1,Poster,0.9,[]
2024-03-14,12:10:00,,Using Legacy ATLAS C++ Calibration Tools in Modern Columnar Analysis Environments,Adaptation of ATLAS C++ calibration tools for use in Python columnar analysis environments.,https://indico.cern.ch/event/1330797/contributions/5796636/,ATLAS,"['ATLAS', 'C++', 'calibration', 'columnar analysis', 'Python', 'RDataFrame']",3,Poster,0.9,[]
2024-03-14,12:10:00,,Design and Implementation of a Container-based Public Service Cloud Platform for HEPS,Design and implement a container-based cloud platform for HEPS using Kubernetes for scalability and CICD for efficiency.,https://indico.cern.ch/event/1330797/contributions/5796848/,,"['container-based', 'cloud platform', 'Kubernetes', 'CICD', 'synchrotron radiation']",1,Poster,0.9,['HEPS']
2024-03-13,12:15:00,,Supervised job preemption methodology for controlled memory consumption of jobs running in the ALICE Grid,Examines preemption methodology to manage memory consumption for jobs in the ALICE Grid resources.,https://indico.cern.ch/event/1330797/contributions/5796493/,ALICE,"['Grid computing', 'Resource management', 'Job scheduling', 'Memory consumption']",1,Poster,0.9,[]
2024-03-11,11:50:00,Theatre,"Low Latency, High Bandwidth Streaming of Experimental Data with EJFAT",EJFAT architecture uses FPGA for real-time data processing and dynamic data redirection.,https://indico.cern.ch/event/1330797/contributions/5796662/,,"['FPGA', 'data streaming', 'real-time processing', 'JLab', 'ESnet']",2,Oral,0.8,"['EJFAT', 'FPGA Accelerated Transport']"
2024-03-11,11:30:00,Theatre,CLAS12 remote data-stream processing using ERSAP framework,The abstract discusses using the ERSAP framework for remote data-stream processing with JLAB CLAS12 to improve workflow and data quality.,https://indico.cern.ch/event/1330797/contributions/5796651/,JLAB CLAS12,"['data-stream processing', 'ERSAP framework', 'HPC', 'real-time processing']",2,Oral,0.8,['ERSAP']
2024-03-11,11:10:00,Theatre,HEP Benchmark Suite: Enhancing Efficiency and Sustainability in Worldwide LHC Computing Infrastructures,"Introduces an enhanced benchmarking suite for measuring performance and efficiency of computing resources in the WLCG, focusing on environmental impact.",https://indico.cern.ch/event/1330797/contributions/5796505/,LHC,"['WLCG', 'benchmarking', 'computing efficiency', 'environmental impact']",2,Oral,0.8,"['HEPScore23', 'compute job slot performance']"
2024-03-11,10:50:00,Theatre,A Function-As-Task Workflow Management Approach with PanDA and iDDS,An approach for automating multi-step data processing in HEP using PanDA and iDDS with python interfaces.,https://indico.cern.ch/event/1330797/contributions/5796496/,ATLAS,"['workflow management', 'PanDA', 'iDDS', 'distributed computing', 'python']",3,Oral,0.9,[]
2024-03-11,10:30:00,Theatre,JUNO raw data management system,JUNO's system for managing and processing 2PB of neutrino data annually via distributed computing.,https://indico.cern.ch/event/1330797/contributions/5796489/,JUNO,"['Neutrino Physics', 'Data Management', 'Distributed Computing']",1,Oral,0.9,[]
2024-03-13,13:10:00,Theatre,CaloDiT: Diffusion with transformers for fast shower simulation,"Proposal of CaloDiT, a diffusion model combined with transformers for calorimeter shower simulation.",https://indico.cern.ch/event/1330797/contributions/5796591/,,"['transformers', 'diffusion models', 'calorimeter simulation', 'deep learning']",2,Oral,0.8,"['CaloDiT', 'VQ-VAE']"
2024-03-13,12:50:00,Theatre,Towards a Simplified (Fast) Simulation Infrastructure in ATLAS,Discussion on FastCaloSimV2 integration into Geant4 for efficient ATLAS simulation.,https://indico.cern.ch/event/1330797/contributions/5796541/,ATLAS,"['Fast Simulation', 'Geant4', 'Integrated Simulation Framework', 'ATLAS', 'FastCaloSimV2']",2,Oral,0.8,"['FastCaloSimV2', 'AtlFast3']"
2024-03-14,11:50:00,Theatre,Effective denoising diffusion probabilistic models for fast and high fidelity whole-event simulation in high-energy heavy-ion experiment,Explores denoising diffusion models for simulating high-energy heavy-ion events and compares with GANs.,https://indico.cern.ch/event/1330797/contributions/5796652/,sPHENIX,"['AI', 'simulation', 'heavy-ion', 'DDPM', 'GAN', 'quark-gluon plasma']",2,Oral,0.7,"['DDPM', 'quark-gluon plasma']"
2024-03-14,11:30:00,Theatre,Deep learning methods for noise filtering in the NA61/SHINE experiment.,Exploration of ML models for noise filtering in the NA61/SHINE experiment's upgraded TPC system.,https://indico.cern.ch/event/1330797/contributions/5796573/,NA61/SHINE,"['machine learning', 'noise filtering', 'deep learning', 'NA61/SHINE', 'neural networks']",2,Oral,0.8,[]
2024-03-14,13:50:00,Theatre,First experiences with the LHCb heterogeneous software trigger,Overview of LHCb's software trigger and its heterogeneous computing infrastructure using GPUs and CPUs.,https://indico.cern.ch/event/1330797/contributions/5796660/,LHCb,"['LHCb', 'software trigger', 'heterogeneous computing', 'GPUs', 'CPUs', 'real-time analysis']",2,Oral,0.8,[]
2024-03-14,13:30:00,Theatre,Phase-2  Upgrade of the ATLAS L1 Central Trigger,"An overview of the ATLAS Phase 2 trigger system upgrade, focusing on the Level-0 trigger and its components.",https://indico.cern.ch/event/1330797/contributions/5796581/,ATLAS,"['ATLAS', 'trigger system', 'Phase 2 upgrade', 'Level-0 trigger', 'custom electronics', 'FPGA']",1,Oral,0.9,[]
2024-03-12,08:50:00,Theatre,Fair Universe: HiggsML Uncertainty Challenge,The Fair Universe project uses AI to minimize systematic uncertainties in HEP with a challenge focused on Higgs decay to tau leptons.,https://indico.cern.ch/event/1330797/contributions/5796588/,,"['AI', 'systematic uncertainties', 'Higgs decay', 'confidence intervals', 'HEP']",2,Oral,0.8,[]
2024-03-14,12:10:00,,The performance profiling of ptycho-W1Net AI algorithm on DCU and HUAWEI NPU 910,Performance profiling of W1-Net AI algorithm on DCU and HUAWEI NPU.,https://indico.cern.ch/event/1330797/contributions/5796578/,,"['AI', 'performance profiling', 'NPU', 'GPU', 'training speed']",1,Poster,0.9,"['ptycho-W1Net', 'DCU', 'HUAWEI NPU 910', 'ePIE Conjugate Gradient']"
2024-03-14,12:10:00,,Scaling the SciDAC QuantOM Workflow,The presentation explores the parallelization of the QuantOM workflow for analyzing DIS data using machine learning on HPC systems.,https://indico.cern.ch/event/1330797/contributions/5796664/,,"['Quantum Chromodynamics', 'Deep Inelastic Scattering', 'Machine Learning', 'High Performance Computing']",2,Poster,0.8,['QuantOM']
2024-03-14,12:10:00,,Monitoring the OSDF - Open Science Data Federation,"The OSDF enhances global data distribution with new data origins, caches, access methods, and monitoring tools.",https://indico.cern.ch/event/1330797/contributions/5796663/,,"['data distribution', 'monitoring', 'OSDF', 'StashCache', 'cyberinfrastructure']",2,Poster,0.8,"['OSDF', 'StashCache']"
2024-03-14,12:10:00,,AI-driven HPC Workflows Execution with Adaptivity and Asynchronicity in Mind,Exploration of adaptive and asynchronous execution in AI-driven HPC workflows for improved resource utilization.,https://indico.cern.ch/event/1330797/contributions/5796661/,,"['Machine Learning', 'HPC', 'Adaptive Execution', 'Asynchronicity', 'Workflow Middleware']",2,Poster,0.8,[]
2024-03-14,12:10:00,,Study of columnar data analysis methods to complete an ATLAS analysis,Evaluates columnar analysis tools like ServiceX and Coffea in completing a full ATLAS analysis.,https://indico.cern.ch/event/1330797/contributions/5796868/,ATLAS,"['columnar analysis', 'ServiceX', 'Coffea', 'ATLAS', 'HL-LHC', 'data analysis']",3,Poster,0.9,[]
2024-03-14,12:10:00,,Acceleration of the ML based fast simulation in high energy physics,"Explores efficient techniques to accelerate ML-based fast simulation for high energy physics, improving speed and quality of generated samples.",https://indico.cern.ch/event/1330797/contributions/5796658/,,"['machine learning', 'fast simulation', 'high energy physics', 'diffusion model']",3,Poster,0.9,"['ODE/SDE-based samplers', 'CaloChallenge', 'JetNet datasets']"
2024-03-14,12:10:00,,Portable acceleration of CMS computing workflow with coprocessors as a service,Exploration of coprocessor usage in CMS computing workflow for improved data processing efficiency.,https://indico.cern.ch/event/1330797/contributions/5796655/,CMS,"['Coprocessors', 'Machine Learning', 'Distributed Computing', 'CMS', 'Data Processing']",2,Poster,0.8,['Services for Optimized Network Inference on Coprocessors (SONIC)']
2024-03-14,12:10:00,,Celeritas: evaluating performance of HEP detector simulation on GPUs,"Celeritas is a Monte Carlo detector simulation library optimized for GPUs, enhancing performance in HEP simulations.",https://indico.cern.ch/event/1330797/contributions/5796653/,ATLAS,"['Celeritas', 'GPU', 'detector simulation', 'HL-LHC', 'Geant4', 'performance']",2,Poster,0.8,[]
2024-03-14,12:10:00,,Performance of the Gaussino CaloChallenge-compatible infrastucture for ML-based fast simulation in the LHCb Experiment,Presentation of ML-based fast simulation in Gaussino for LHCb integrating Geant4 and ML models.,https://indico.cern.ch/event/1330797/contributions/5796650/,LHCb,"['Machine Learning', 'Fast Simulation', 'Gaussino', 'Calorimeter', 'VAE', 'LHCb', 'Geant4']",3,Poster,0.9,"['Gaussino', 'CaloChallenge']"
2024-03-14,12:10:00,,"columnflow: Fully automated analysis through flow of columns over arbitrary, distributed resources","Toolkit for automated columnar analysis in HEP, supporting distributed resources and multiple file formats.",https://indico.cern.ch/event/1330797/contributions/5796871/,,"['columnar analysis', 'distributed computing', 'HEP', 'python', 'automation']",3,Poster,0.9,[]
2024-03-14,12:10:00,,Porting and optimizing the performance of LArTPC Detector Simulations with C++ standard parallelism,Exploration of C++ standard parallelism for optimizing LArTPC detector simulations across different hardware architectures.,https://indico.cern.ch/event/1330797/contributions/5796649/,,"['C++', 'parallelism', 'LArTPC', 'detector simulation', 'HEP', 'Kokkos', 'OpenMP', 'SYCL']",1,Poster,0.9,"['LArTPC', 'std::par']"
2024-03-14,12:10:00,,A Microbenchmark Framework for Performance Evaluation of OpenMP Target Offloading,Framework for evaluating OpenMP target offload performance on heterogeneous architectures using micro-benchmarks.,https://indico.cern.ch/event/1330797/contributions/5796648/,,"['OpenMP', 'performance evaluation', 'micro-benchmarks', 'heterogeneous architectures']",1,Poster,0.9,"['Catch2', 'Perlmutter', 'Frontier', 'NERSC', 'OLCF']"
2024-03-14,12:10:00,,"Easy columnar file conversions with ""odapt""",Python package 'odapt' simplifies columnar file conversions and memory management.,https://indico.cern.ch/event/1330797/contributions/5796865/,,"['columnar data', 'file conversions', 'Python', 'ROOT', 'h5py', 'Uproot', 'Awkward', 'Dask']",3,Poster,0.9,[]
2024-03-13,12:15:00,,"HPC, HTC and Cloud: converging toward a seamless computing federation with interLink","Federated system integrating HPC, HTC, and Cloud for Digital Twin applications using Kubernetes API primitives.",https://indico.cern.ch/event/1330797/contributions/5796647/,,"['HPC', 'HTC', 'Cloud Computing', 'Kubernetes', 'Digital Twin', 'Distributed Computing']",2,Poster,0.8,"['Digital Twin', 'Virtual-Kubelet']"
2024-03-13,12:15:00,,RTDP: Streaming Readout Real-Time Development and Testing Platform,"JLab is developing a platform for streaming readout combining AI/ML, HTC, and heterogeneous computing for data processing and analysis.",https://indico.cern.ch/event/1330797/contributions/5796646/,,"['streaming readout', 'AI/ML', 'distributed computing', 'real-time development']",2,Poster,0.8,"['RTDP', 'LDRD']"
2024-03-13,12:15:00,,Hydra: Computer Vision for Data Quality Monitoring,Hydra is a machine learning framework for real-time data quality monitoring at Jefferson Laboratory.,https://indico.cern.ch/event/1330797/contributions/5796645/,GlueX,"['machine learning', 'data quality monitoring', 'computer vision', 'Hydra', 'Jefferson Laboratory']",2,Poster,0.8,[]
2024-03-13,12:15:00,,Scalable GNN Training for Track Finding,Explores the use of distributed data parallelism to improve the training efficiency of GNNs for particle track-finding.,https://indico.cern.ch/event/1330797/contributions/5796858/,,"['Graph Neural Networks', 'Track Finding', 'Distributed Computing', 'High-Energy Physics', 'GPU']",2,Poster,0.8,[]
2024-03-13,12:15:00,,Awkward Family: expanding functionality through interrelated Python packages,Discussion on expanding Python packages like Uproot and Awkward Array for particle physics analysis.,https://indico.cern.ch/event/1330797/contributions/5796643/,,"['Python', 'Uproot', 'Awkward Array', 'Distributed Computing', 'DataFrame', 'Package Management']",3,Poster,0.9,[]
2024-03-13,12:15:00,,Optimal XCache deployment for the CMS experiment in Spain,Study on optimizing data cache for CMS experiment using CDN techniques in Spanish compute facilities.,https://indico.cern.ch/event/1330797/contributions/5796642/,CMS,"['CMS', 'Data Cache', 'Content Delivery Network', 'Computational Infrastructure']",2,Poster,0.8,[]
2024-03-13,12:15:00,,Paving the Way for HPC: An XRootD-Based Approach for Efficiency and Workflow Optimizations for HEP Jobs on HPC Centers,Discusses optimizing HEP workflows on HPC centers using an XRootD/XCache solution to improve efficiency and resource utilization.,https://indico.cern.ch/event/1330797/contributions/5796641/,,"['HPC', 'XRootD', 'XCache', 'HEP workflows', 'computing', 'optimization']",2,Poster,0.8,[]
2024-03-13,12:15:00,,Optimizing Resource Provisioning Across Diverse Computing Facilities with Virtual Kubelet Integration,Dynamic resource allocation in diverse computing facilities using Virtual Kubelet for enhanced flexibility.,https://indico.cern.ch/event/1330797/contributions/5796638/,,"['distributed computing', 'Kubernetes', 'Virtual Kubelet', 'resource provisioning']",2,Poster,0.8,['JLAB Integrating Research Infrastructure Across Facilities (JIRIAF)']
2024-03-13,12:15:00,,"The Good, The Bad, and the Ugly: A Tale of Physics, Software, and ML",Modernization of an RNN to discriminate long-lived particles from background at the LHC's ATLAS experiment.,https://indico.cern.ch/event/1330797/contributions/5807078/,ATLAS,"['long lived particles', 'RNN', 'machine learning', 'software design', 'systematic errors']",3,Poster,0.9,[]
2024-03-13,12:15:00,,Lamarr: implementing a flash-simulation paradigm at LHCb,Lamarr introduces a flash-simulation paradigm using deep generative models for LHCb to reduce computational costs.,https://indico.cern.ch/event/1330797/contributions/5796635/,LHCb,"['flash-simulation', 'deep generative models', 'detector simulation', 'LHCb', 'machine learning']",2,Poster,0.8,"['flash-simulation paradigm', 'Lamarr']"
2024-03-13,12:15:00,,Retrieval Augmented Generation for Particle Physics: A Case Study with the Snowmass White Papers and Reports,Using Retrieval Augmented Generation to query Snowmass reports with Large Language Models.,https://indico.cern.ch/event/1330797/contributions/5796631/,,"['Large Language Models', 'Retrieval Augmented Generation', 'Snowmass', 'document retrieval']",2,Poster,0.8,[]
2024-03-13,12:15:00,,"ServiceX, the novel data delivery system, for physics analysis",ServiceX offers a new approach to data access using industry and HEP software in the python ecosystem.,https://indico.cern.ch/event/1330797/contributions/5796587/,,"['ServiceX', 'data delivery', 'python', 'Kubernetes', 'REST API']",3,Poster,0.9,[]
2024-03-13,12:15:00,,LHC beam monitoring via real-time hit reconstruction in the LHCb VELO pixel detector,Real-time hit reconstruction in LHCb VELO for beam monitoring and precision diagnostics.,https://indico.cern.ch/event/1330797/contributions/5796599/,LHCb,"['real-time processing', 'VELO pixel detector', 'beam monitoring', 'data acquisition']",2,Poster,0.8,[]
2024-03-13,12:15:00,,Declarative paradigms for analysis description and implementation,"Explores the use of declarative paradigms in HEP data analysis for speed, portability, and preservation.",https://indico.cern.ch/event/1330797/contributions/5796598/,CMS,"['Declarative paradigms', 'Data analysis', 'Big data', 'HEP', 'NAIL', 'Python']",2,Poster,0.8,[]
2024-03-13,12:15:00,,Quasi interactive analysis of High Energy Physics big data with high throughput,"The talk discusses transitioning from batch-based to interactive analysis using distributed computing tools like ROOT RDataFrame, Dask, and Jupyter.",https://indico.cern.ch/event/1330797/contributions/5796597/,CERN,"['Distributed Computing', 'ROOT RDataFrame', 'Dask', 'Jupyter', 'High Energy Physics']",3,Poster,0.9,[]
2024-03-13,12:15:00,,Preservation of the Direct Photons and Neutral Pions Analysis in the PHENIX Experiment at RHIC,Discusses the preservation of a complex analysis from the PHENIX experiment using REANA for reproducibility.,https://indico.cern.ch/event/1330797/contributions/5796596/,PHENIX,"['Data Preservation', 'FAIR principles', 'Analysis Techniques', 'REANA', 'PHENIX']",3,Poster,0.9,[]
2024-03-13,12:15:00,,"AdaptivePerf: a portable, low-overhead, and comprehensive code profiler for single- and multi-threaded applications","Introduction of AdaptivePerf, a low-overhead profiler for multi-threaded applications, improving Linux perf with enhanced stack and thread analysis.",https://indico.cern.ch/event/1330797/contributions/5796595/,,"['code profiling', 'performance optimization', 'multi-threading', 'software development']",2,Poster,0.7,"['AdaptivePerf', 'SYCLOPS EU project']"
2024-03-11,12:15:00,,Generative Modeling for Fast Shower Simulation,Deep generative models are used for fast simulation of calorimeter shower events with a focus on modeling complex probability distributions.,https://indico.cern.ch/event/1330797/contributions/5796594/,,"['deep learning', 'generative models', 'calorimeter simulation', 'distributed computing']",3,Poster,0.9,[]
2024-03-11,12:15:00,,Enabling Computing Resources to Support Grid Jobs and Cluster Jobs Simultaneously,A model for optimizing computing resources by allowing grid and cluster jobs to run simultaneously.,https://indico.cern.ch/event/1330797/contributions/5796589/,,"['computing resources', 'grid jobs', 'cluster jobs', 'IHEP']",2,Poster,0.7,[]
2024-03-11,12:15:00,,The Workflow Management System for Data Processing towards Photon Sources,Development of a workflow management system for experimental data processing at photon sources like HEPS.,https://indico.cern.ch/event/1330797/contributions/5796844/,,"['workflow management', 'data processing', 'photon sources', 'HEPS']",1,Poster,0.9,[]
2024-03-11,12:15:00,,Deployment of ATLAS Calorimeter Fast Simulation Training Through Container Technology,Explores containerized training of ATLAS calorimeter fast simulation using FastCaloGAN on HPC clusters.,https://indico.cern.ch/event/1330797/contributions/5796583/,ATLAS,"['Fast Simulation', 'Machine Learning', 'Container Technology', 'High Performance Computing', 'Calorimeter']",2,Poster,0.8,[]
2024-03-11,12:15:00,,The ATLAS Web Run Control system,WebRC provides a web-based interface for ATLAS data taking control and monitoring.,https://indico.cern.ch/event/1330797/contributions/5796580/,ATLAS,"['ATLAS', 'WebRC', 'data taking', 'DAQ', 'control system']",1,Poster,0.9,[]
2024-03-11,12:15:00,,Energy consumption characterization of Subnuclear Physics computing workloads,Analyzes the energy consumption and environmental impact of computing workloads in subnuclear physics.,https://indico.cern.ch/event/1330797/contributions/5796570/,,"['energy consumption', 'computing workloads', 'environmental impact', 'subnuclear physics']",2,Poster,0.7,[]
2024-03-11,12:15:00,,Offline data processing in the First JUNO Data Challenge,JUNO's offline data processing for the first data challenge focusing on data quality monitoring and reconstruction.,https://indico.cern.ch/event/1330797/contributions/5796569/,JUNO,"['data processing', 'neutrino', 'JUNO', 'multi-threaded reconstruction', 'distributed computing']",1,Poster,0.9,[]
2024-03-11,12:15:00,,Boosting CPU Efficiency in ATLAS Inner Detector Reconstruction with Track Overlay,Enhancing CPU efficiency in ATLAS inner detector reconstruction using ML-guided track overlay.,https://indico.cern.ch/event/1330797/contributions/5796566/,ATLAS,"['CPU efficiency', 'track overlay', 'machine learning', 'ATLAS', 'inner detector']",2,Poster,0.8,[]
